Jandira Feghali,Não,PCdoB,RJ
Janete Capiberibe,Não,PSB,AP
Jarbas Vasconcelos,Não,PMDB,PE
Jean Wyllys,Não,PSOL,RJ
Jefferson Campos,Não,PSD,SP
Jerônimo Goergen,Não,PP,RS
Jéssica Sales,Sim,PMDB,AC
JHC,Não,PSB,AL
Jhonatan de Jesus,Sim,PRB,RR
Jô Moraes,Não,PCdoB,MG
João Arruda,Sim,PMDB,PR
João Campos,Não,PRB,GO
João Carlos Bacelar,Sim,PR,BA
João Daniel,Não,PT,SE
João Derly,Não,REDE,RS
João Fernando Coutinho,-,PSB,PE
João Gualberto,Não,PSDB,BA
João Marcelo Souza,Sim,PMDB,MA
João Paulo Kleinübing,Não,PSD,SC
João Paulo Papa,Não,PSDB,SP
João Rodrigues,Sim,PSD,SC
Joaquim Passarinho,Não,PSD,PA
Jones Martins,Sim,PMDB,RS
Jony Marcos,Não,PRB,SE
Jorge Boeira,Não,PP,SC
Jorge Côrte Real,Sim,PTB,PE
Jorge Solla,Não,PT,BA
Jorge Tadeu Mudalen,Sim,DEM,SP
Jorginho Mello,Não,PR,SC
José Airton Cirilo,Não,PT,CE
José Carlos Aleluia,Sim,DEM,BA
José Carlos Araújo,-,PR,BA
José Fogaça,Sim,PMDB,RS
José Guimarães,Não,PT,CE
José Mentor,Não,PT,SP
José Nunes,Não,PSD,BA
José Otávio Germano,Sim,PP,RS
José Priante,Sim,PMDB,PA
José Reinaldo,Sim,PSB,MA
José Rocha,Sim,PR,BA
Jose Stédile,Não,PSB,RS
Josi Nunes,-,PMDB,TO
Josué Bengtson,Sim,PTB,PA
Jovair Arantes,Sim,PTB,GO
Jozi Araújo,Sim,PODE,AP
Júlia Marinho,Sim,PSC,PA
Julião Amin,Não,PDT,MA
Júlio Cesar,Sim,PSD,PI
Júlio Delgado,Não,PSB,MG
Julio Lopes,Sim,PP,RJ
Junior Marreca,Sim,PEN,MA
Juscelino Filho,Sim,DEM,MA
Jutahy Junior,Não,PSDB,BA
Keiko Ota,Não,PSB,SP
Laercio Oliveira,-,SD,SE
Laerte Bessa,Sim,PR,DF
Laudivio Carvalho,Não,SD,MG
Laura Carneiro,Não,PMDB,RJ
Lázaro Botelho,Sim,PP,TO
Leandre,Não,PV,PR
Lelo Coimbra,Sim,PMDB,ES
Leo de Brito,Não,PT,AC
Leonardo Monteiro,Não,PT,MG
Leonardo Picciani,Sim,PMDB,RJ
Leonardo Quintão,Sim,PMDB,MG
Leônidas Cristino,Não,PDT,CE
Leopoldo Meyer,Não,PSB,PR
Lincoln Portela,Não,PRB,MG
Lindomar Garçon,Sim,PRB,RO
Lobbe Neto,Não,PSDB,SP
Luana Costa,-,PSB,MA
Lucas Vergilio,Sim,SD,GO
Luciana Santos,Não,PCdoB,PE
Luciano Bivar,Sim,PSL,PE
Luciano Ducci,Não,PSB,PR
Lucio Mosquini,Sim,PMDB,RO
Lúcio Vale,Sim,PR,PA
Lucio Vieira Lima,Sim,PMDB,BA
Luis Carlos Heinze,Não,PP,RS
Luis Tibé,Sim,Avante,MG
Luiz Carlos Hauly,Sim,PSDB,PR
Luiz Carlos Ramos,Não,PODE,RJ
Luiz Cláudio,Sim,PR,RO
Luiz Couto,Não,PT,PB
Luiz Fernando Faria,Sim,PP,MG
Luiz Lauro Filho,Não,PSB,SP
Luiz Nishimori,Sim,PR,PR
Luiz Sérgio,Não,PT,RJ
Luiza Erundina,Não,PSOL,SP
Luizianne Lins,Não,PT,CE
Macedo,Sim,PP,CE
Magda Mofatto,Sim,PR,GO
Major Olimpio,Não,SD,SP
Mandetta,Não,DEM,MS
Mara Gabrilli,-,PSDB,SP
Marcelo Aguiar,Sim,DEM,SP
Marcelo Álvaro Antônio,Não,PR,MG
Marcelo Aro,Sim,PHS,MG
Marcelo Castro,-,PMDB,PI
Marcelo Delaroli,Sim,PR,RJ
Marcelo Matos,Não,PHS,RJ
Marcelo Squassoni,Sim,PRB,SP
Marcio Alvino,Sim,PR,SP
Márcio Marinho,-,PRB,BA
Marco Antônio Cabral,Sim,PMDB,RJ
Marco Maia,Não,PT,RS
Marco Tebaldi,-,PSDB,SC
Marcon,Não,PT,RS
Marcos Abrão,Não,PPS,GO
Marcos Montes,Sim,PSD,MG
Marcos Reategui,Sim,PSD,AP
Marcos Rogério,Não,DEM,RO
Marcos Soares,-,DEM,RJ
Marcus Pestana,Sim,PSDB,MG
Marcus Vicente,Sim,PP,ES
Margarida Salomão,Não,PT,MG
Maria do Rosário,Não,PT,RS
Maria Helena,Sim,PSB,RR
Mariana Carvalho,Não,PSDB,RO
Marinaldo Rosendo,Sim,PSB,PE
Marinha Raupp,Sim,PMDB,RO
Mário Heringer,-,PDT,MG
Mário Negromonte Jr.,Sim,PP,BA
Marx Beltrão,Sim,PMDB,AL
Maurício Quintella Lessa,Sim,PR,AL
Mauro Lopes,Sim,PMDB,MG
Mauro Mariani,Não,PMDB,SC
Mauro Pereira,Sim,PMDB,RS
Mendonça Filho,Sim,DEM,PE
Miguel Haddad,Não,PSDB,SP
Miguel Lombardi,Sim,PR,SP
Milton Monti,Sim,PR,SP
Miro Teixeira,Não,REDE,RJ
Misael Varella,Sim,DEM,MG
Missionário José Olimpio,Sim,DEM,SP
Moisés Diniz,Não,PCdoB,AC
Moses Rodrigues,Sim,PMDB,CE
Nelson Marquezelli,Sim,PTB,SP
Nelson Meurer,Sim,PP,PR
Nelson Padovani,Sim,PSDB,PR
Nelson Pellegrino,Não,PT,BA
Newton Cardoso Jr,Sim,PMDB,MG
Nilson Leitão,Sim,PSDB,MT
Nilson Pinto,Sim,PSDB,PA
Nilto Tatto,Não,PT,SP
Nilton Capixaba,Sim,PTB,RO
Norma Ayub,Não,DEM,ES
Odorico Monteiro,Não,PSB,CE
Onyx Lorenzoni,Não,DEM,RS
Orlando Silva,Não,PCdoB,SP
Osmar Bertoldi,Sim,DEM,PR
Osmar Serraglio,Sim,PMDB,PR
Otavio Leite,Não,PSDB,RJ
Padre João,Não,PT,MG
Paes Landim,Sim,PTB,PI
Pastor Eurico,Não,PHS,PE
Patrus Ananias,Não,PT,MG
Pauderney Avelino,Sim,DEM,AM
Paulão,Não,PT,AL
Paulo Abi-Ackel,Sim,PSDB,MG
Paulo Azi,Sim,DEM,BA
Paulo Feijó,Sim,PR,RJ
Paulo Foletto,Não,PSB,ES
Paulo Freire,-,PR,SP
Paulo Magalhães,Não,PSD,BA
Paulo Maluf,Sim,PP,SP
Paulo Pereira da Silva,Sim,SD,SP
Paulo Pimenta,Não,PT,RS
Paulo Teixeira,Não,PT,SP
Pedro Chaves,Sim,PMDB,GO
Pedro Cunha Lima,Não,PSDB,PB
Pedro Fernandes,Sim,PTB,MA
Pedro Paulo,Sim,PMDB,RJ
Pedro Uczai,Não,PT,SC
Pedro Vilela,Não,PSDB,AL
Pepe Vargas,Não,PT,RS
Pollyana Gama,Não,PPS,SP
Pompeo de Mattos,Não,PDT,RS
Pr. Marco Feliciano,Sim,PSC,SP
Professor Victório Galli,Sim,PSC,MT
Professora Dorinha Seabra Rezende,Sim,DEM,TO
Professora Marcivania,Não,PCdoB,AP
Rafael Motta,Não,PSB,RN
Raimundo Gomes de Matos,Sim,PSDB,CE
Raquel Muniz,Sim,PSD,MG
Reginaldo Lopes,Não,PT,MG
Reinhold Stephanes,Sim,PSD,PR
Remídio Monai,Sim,PR,RR
Renata Abreu,Não,PODE,SP
Renato Andrade,Sim,PP,MG
Renato Molling,Sim,PP,RS
Renzo Braz,Sim,PP,MG
Ricardo Izar,Sim,PP,SP
Ricardo Teobaldo,-,PODE,PE
Ricardo Tripoli,Não,PSDB,SP
Roberto Alves,Sim,PRB,SP
Roberto Balestra,Sim,PP,GO
Roberto Britto,Sim,PP,BA
Roberto de Lucena,Sim,PV,SP
Roberto Freire,Não,PPS,SP
Roberto Góes,-,PDT,AP
Roberto Sales,Sim,PRB,RJ
Rocha,Não,PSDB,AC
Rodrigo de Castro,Sim,PSDB,MG
Rodrigo Maia,Art. 17,DEM,RJ
Rodrigo Martins,Não,PSB,PI
Rodrigo Pacheco,Abstenção,PMDB,MG
Rogério Marinho,Sim,PSDB,RN
Rogério Peninha Mendonça,Sim,PMDB,SC
Rogério Rosso,Sim,PSD,DF
Rogério Silva,Sim,PMDB,MT
Rômulo Gouveia,Sim,PSD,PB
Ronaldo Benedet,Sim,PMDB,SC
Ronaldo Carletto,Sim,PP,BA
Ronaldo Fonseca,Sim,PROS,DF
Ronaldo Lessa,Não,PDT,AL
Ronaldo Martins,Sim,PRB,CE
Ronaldo Nogueira,Sim,PTB,RS
Rôney Nemer,Sim,PP,DF
Rosangela Gomes,Sim,PRB,RJ
Rubens Bueno,Não,PPS,PR
Rubens Otoni,Não,PT,GO
Rubens Pereira Júnior,Não,PCdoB,MA
Sabino Castelo Branco,-,PTB,AM
Ságuas Moraes,Não,PT,MT
Sandro Alex,Não,PSD,PR
Saraiva Felipe,Sim,PMDB,MG
Sarney Filho,Sim,PV,MA
Sebastião Oliveira,Sim,PR,PE
Sérgio Brito,Não,PSD,BA
Sérgio Moraes,Sim,PTB,RS
Sérgio Reis,Não,PRB,SP
Sergio Souza,Sim,PMDB,PR
Sergio Vidigal,Não,PDT,ES
Sergio Zveiter,Não,PODE,RJ
Shéridan,Não,PSDB,RR
Silas Câmara,Sim,PRB,AM
Silas Freire,Não,PODE,PI
Silvio Costa,Não,Avante,PE
Silvio Torres,Não,PSDB,SP
Simão Sessim,Sim,PP,RJ
Simone Morgado,Sim,PMDB,PA
Soraya Santos,Sim,PMDB,RJ
Sóstenes Cavalcante,Não,DEM,RJ
Stefano Aguiar,Não,PSD,MG
Subtenente Gonzaga,Não,PDT,MG
Tadeu Alencar,Não,PSB,PE
Takayama,Sim,PSC,PR
Tenente Lúcio,Sim,PSB,MG
Tereza Cristina,Sim,PSB,MS
Thiago Peixoto,Sim,PSD,GO
Tiririca,Não,PR,SP
Toninho Pinheiro,Sim,PP,MG
Toninho Wandscheer,Sim,PROS,PR
Uldurico Junior,Não,PV,BA
Vaidon Oliveira,Sim,PROS,CE
Valadares Filho,Não,PSB,SE
Valdir Colatto,Sim,PMDB,SC
Valmir Assunção,Não,PT,BA
Valmir Prascidelli,Não,PT,SP
Vander Loubet,Não,PT,MS
Vanderlei Macris,Não,PSDB,SP
Veneziano Vital do Rêgo,Não,PMDB,PB
Vicente Arruda,Não,PDT,CE
Vicente Candido,Não,PT,SP
Vicentinho,Não,PT,SP
Vicentinho Júnior,Sim,PR,TO
Victor Mendes,Sim,PSD,MA
Vinicius Carvalho,Sim,PRB,SP
Vinicius Gurgel,-,PR,AP
Vitor Lippi,Não,PSDB,SP
Vitor Valim,Não,PMDB,CE
Wadih Damous,Não,PT,RJ
Waldenor Pereira,Não,PT,BA
Waldir Maranhão,Não,Avante,MA
Walney Rocha,Sim,PEN,RJ
Walter Alves,Sim,PMDB,RN
Walter Ihoshi,Sim,PSD,SP
Weliton Prado,Não,PROS,MG
Wellington Roberto,Não,PR,PB
Weverton Rocha,Não,PDT,MA
Wilson Filho,Sim,PTB,PB
Wladimir Costa,Sim,SD,PA
Wolney Queiroz,Não,PDT,PE
Yeda Crusius,-,PSDB,RS
Zé Augusto Nalin,Sim,PMDB,RJ
Zé Carlos,Não,PT,MA
Zé Geraldo,Não,PT,PA
Zé Silva,Sim,SD,MG
Zeca Cavalcanti,Sim,PTB,PE
Zeca Dirceu,Não,PT,PR
Zeca do PT,Não,PT,MS
Zenaide Maia,Não,PR,RN
