Giovani Cherini,Sim,PDT,RS
Giuseppe Vecci,Sim,PSDB,GO
Givaldo Carimbão,Não,PHS,AL
Givaldo Vieira,Não,PT,ES
Glauber Braga,Não,PSOL,RJ
Gonzaga Patriota,Sim,PSB,PE
Gorete Pereira,Abstenção,PR,CE
Goulart,Sim,PSD,SP
Guilherme Mussi,Sim,PP,SP
Heitor Schuch,Sim,PSB,RS
Helder Salomão,Não,PT,ES
Hélio Leite,Sim,DEM,PA
Henrique Fontana,Não,PT,RS
Heráclito Fortes,Sim,PSB,PI
Herculano Passos,Sim,PSD,SP
Hermes Parcianello,Sim,PMDB,PR
Heuler Cruvinel,Sim,PSD,GO
Hildo Rocha,Sim,PMDB,MA
Hiran Gonçalves,Sim,PP,RR
Hissa Abrahão,Sim,PDT,AM
Hugo Leal,Sim,PSB,RJ
Hugo Motta,Sim,PMDB,PA
Indio da Costa,Sim,PSD,RJ
Iracema Portella,Sim,PP,PI
Irajá Abreu,Não,PSD,TO
Irmão Lazaro,Sim,PSC,BA
Ivan Valente,Não,PSOL,SP
Izalci Lucas,Sim,PSDB,DF
Jaime Martins,Sim,PSD,MG
Jair Bolsonaro,Sim,PSC,RJ
Jandira Feghali,Não,PCdoB,RJ
Janete Capiberibe,Não,PSB,AP
Jarbas Vasconcelos,Sim,PMDB,PE
Jean Wyllys,Não,PSOL,RJ
Jefferson Campos,Sim,PSD,SP
Jerônimo Goergen,Sim,PP,RS
Jéssica Sales,Sim,PMDB,AC
JHC,Sim,PSB,AL
Jhonatan de Jesus,Sim,PRB,RR
Jô Moraes,Não,PCdoB,MG
João Arruda,Sim,PMDB,PR
João Campos,Sim,PRB,GO
João Carlos Bacelar,Não,PR,BA
João Castelo,Sim,PSDB,MA
João Daniel,Não,PT,SE
João Derly,Sim,REDE,RS
João Fernando Coutinho,Sim,PSB,PE
João Gualberto,Sim,PSDB,BA
João Marcelo Souza,Não,PMDB,MA
João Paulo Kleinübing,Sim,PSD,SC
João Paulo Papa,Sim,PSDB,SP
João Rodrigues,Sim,PSD,SC
Joaquim Passarinho,Sim,PSD,PA
Jony Marcos,Sim,PRB,SE
Jorge Boeira,Sim,PP,SC
Jorge Côrte Real,Sim,PTB,PE
Jorge Solla,Não,PT,BA
Jorge Tadeu Mudalen,Sim,DEM,SP
Jorginho Mello,Sim,PR,SC
José Airton Cirilo,Não,PT,CE
José Carlos Aleluia,Sim,DEM,BA
José Carlos Araújo,Não,PR,BA
José Fogaça,Sim,PMDB,RS
José Guimarães,Não,PT,CE
José Mentor,Não,PT,SP
José Nunes,Não,PSD,BA
José Otávio Germano,Sim,PP,RS
José Priante,Sim,PMDB,PA
José Reinaldo,Sim,PSB,MA
José Rocha,Não,PR,BA
Jose Stédile,Sim,PSB,RS
Josi Nunes,Sim,PMDB,TO
Josué Bengtson,Sim,PTB,PA
Jovair Arantes,Sim,PTB,GO
Jozi Araújo,Não,PTN,AP
Júlia Marinho,Sim,PSC,PA
Júlio Cesar,Sim,PSD,PI
Júlio Delgado,Sim,PSB,MG
Julio Lopes,Sim,PP,RJ
Junior Marreca,Não,PEN,MA
Juscelino Filho,Sim,DEM,MA
Jutahy Junior,Sim,PSDB,BA
Kaio Maniçoba,Sim,PMDB,PE
Keiko Ota,Sim,PSB,SP
Laercio Oliveira,Sim,SD,SE
Laerte Bessa,Sim,PR,DF
Laudivio Carvalho,Sim,SD,MG
Lázaro Botelho,Sim,PP,TO
Leandre,Sim,PV,PR
Lelo Coimbra,Sim,PMDB,ES
Leo de Brito,Não,PT,AC
Leonardo Monteiro,Não,PT,MG
Leonardo Picciani,Não,PMDB,RJ
Leonardo Quintão,Sim,PMDB,MG
Leônidas Cristino,Não,PDT,CE
Leopoldo Meyer,Sim,PSB,PR
Lincoln Portela,Sim,PRB,MG
Lindomar Garçon,Sim,PRB,RO
Lucas Vergilio,Sim,SD,GO
Luciana Santos,Não,PCdoB,PE
Luciano Ducci,Sim,PSB,PR
Lucio Mosquini,Sim,PMDB,RO
Lúcio Vale,Não,PR,PA
Lucio Vieira Lima,Sim,PMDB,BA
Luis Carlos Heinze,Sim,PP,RS
Luis Tibé,Sim,PTdoB,MG
Luiz Carlos Busato,Sim,PTB,RS
Luiz Carlos Hauly,Sim,PSDB,PR
Luiz Carlos Ramos,Sim,PTN,RJ
Luiz Cláudio,Sim,PR,RO
Luiz Couto,Não,PT,PA
Luiz Fernando Faria,Sim,PP,MG
Luiz Lauro Filho,Sim,PSB,SP
Luiz Nishimori,Sim,PR,PR
Luiz Sérgio,Não,PT,RJ
Luiza Erundina,Não,PSOL,SP
Luizianne Lins,Não,PT,CE
Macedo,Não,PP,CE
Magda Mofatto,Sim,PR,GO
Major Olimpio,Sim,SD,SP
Mandetta,Sim,DEM,MS
Manoel Junior,Sim,PMDB,PA
Mara Gabrilli,Sim,PSDB,SP
Marcelo Álvaro Antônio,Sim,PR,MG
Marcelo Aro,Sim,PHS,MG
Marcelo Belinati,Sim,PP,PR
Marcelo Castro,Não,PMDB,PI
Marcelo Matos,Sim,PHS,RJ
Marcelo Squassoni,Sim,PRB,SP
Marcio Alvino,Sim,PR,SP
Márcio Marinho,Sim,PRB,BA
Marco Antônio Cabral,Sim,PMDB,RJ
Marco Maia,Não,PT,RS
Marco Tebaldi,Sim,PSDB,SC
Marcon,Não,PT,RS
Marcos Abrão,Sim,PPS,GO
Marcos Montes,Sim,PSD,MG
Marcos Reategui,Sim,PSD,AP
Marcos Rogério,Sim,DEM,RO
Marcos Rotta,Sim,PMDB,AM
Marcos Soares,Sim,DEM,RJ
Marcus Pestana,Sim,PSDB,MG
Marcus Vicente,Sim,PP,ES
Margarida Salomão,Não,PT,MG
Maria do Rosário,Não,PT,RS
Maria Helena,Sim,PSB,RR
Mariana Carvalho,Sim,PSDB,RO
Marinaldo Rosendo,Sim,PSB,PE
Marinha Raupp,Sim,PMDB,RO
Mário Heringer,Sim,PDT,MG
Mário Negromonte Jr.,Abstenção,PP,BA
Marx Beltrão,Sim,PMDB,AL
Maurício Quintella Lessa,Sim,PR,AL
Mauro Lopes,Sim,PMDB,MG
Mauro Mariani,Sim,PMDB,SC
Mauro Pereira,Sim,PMDB,RS
Max Filho,Sim,PSDB,ES
Mendonça Filho,Sim,DEM,PE
Miguel Corrêa,Não,PT,MG
Miguel Haddad,Sim,PSDB,SP
Miguel Lombardi,Sim,PR,SP
Milton Monti,Sim,PR,SP
Miro Teixeira,Sim,REDE,RJ
Misael Varella,Sim,DEM,MG
Missionário José Olimpio,Sim,DEM,SP
Moema Gramacho,Não,PT,BA
Moroni Torgan,Sim,DEM,CE
Moses Rodrigues,Sim,PMDB,CE
Nelson Marchezan Junior,Sim,PSDB,RS
Nelson Marquezelli,Sim,PTB,SP
Nelson Meurer,Sim,PP,PR
Nelson Padovani,Sim,PSDB,PR
Newton Cardoso Jr,Sim,PMDB,MG
Nilson Leitão,Sim,PSDB,MT
Nilson Pinto,Sim,PSDB,PA
Nilto Tatto,Não,PT,SP
Nilton Capixaba,Sim,PTB,RO
Odelmo Leão,Sim,PP,MG
Odorico Monteiro,Não,PROS,CE
Onyx Lorenzoni,Sim,DEM,RS
Orlando Silva,Não,PCdoB,SP
Osmar Serraglio,Sim,PMDB,PR
Osmar Terra,Sim,PMDB,RS
Otavio Leite,Sim,PSDB,RJ
Padre João,Não,PT,MG
Paes Landim,Não,PTB,PI
Pastor Eurico,Sim,PHS,PE
Patrus Ananias,Não,PT,MG
Pauderney Avelino,Sim,DEM,AM
Paulão,Não,PT,AL
Paulo Abi-Ackel,Sim,PSDB,MG
Paulo Azi,Sim,DEM,BA
Paulo Feijó,Sim,PR,RJ
Paulo Foletto,Sim,PSB,ES
Paulo Freire,Sim,PR,SP
Paulo Magalhães,Não,PSD,BA
Paulo Maluf,Sim,PP,SP
Paulo Martins,Sim,PSDB,PR
Paulo Pereira da Silva,Sim,SD,SP
Paulo Pimenta,Não,PT,RS
Paulo Teixeira,Não,PT,SP
Pedro Chaves,Sim,PMDB,GO
Pedro Cunha Lima,Sim,PSDB,PA
Pedro Fernandes,Não,PTB,MA
Pedro Paulo,Sim,PMDB,RJ
Pedro Uczai,Não,PT,SC
Pedro Vilela,Sim,PSDB,AL
Pepe Vargas,Não,PT,RS
Pompeo de Mattos,Abstenção,PDT,RS
Pr. Marco Feliciano,Sim,PSC,SP
Professor Victório Galli,Sim,PSC,MT
Professora Dorinha Seabra Rezende,Sim,DEM,TO
Professora Marcivania,Não,PCdoB,AP
Rafael Motta,Sim,PSB,RN
Raimundo Gomes de Matos,Sim,PSDB,CE
Raquel Muniz,Sim,PSD,MG
Reginaldo Lopes,Não,PT,MG
Rejane Dias,Não,PT,PI
Remídio Monai,Sim,PR,RR
Renata Abreu,Sim,PTN,SP
Renato Molling,Sim,PP,RS
Renzo Braz,Sim,PP,MG
Ricardo Barros,Sim,PP,PR
Ricardo Izar,Sim,PP,SP
Ricardo Teobaldo,Não,PTN,PE
Ricardo Tripoli,Sim,PSDB,SP
Roberto Alves,Sim,PRB,SP
Roberto Balestra,Sim,PP,GO
Roberto Britto,Não,PP,BA
Roberto de Lucena,Sim,PV,SP
Roberto Góes,Não,PDT,AP
Roberto Sales,Sim,PRB,RJ
Rocha,Sim,PSDB,AC
Rodrigo de Castro,Sim,PSDB,MG
Rodrigo Garcia,Sim,DEM,SP
Rodrigo Maia,Sim,DEM,RJ
Rodrigo Martins,Sim,PSB,PI
Rodrigo Pacheco,Sim,PMDB,MG
Rogério Marinho,Sim,PSDB,RN
Rogério Peninha Mendonça,Sim,PMDB,SC
Rogério Rosso,Sim,PSD,DF
Rômulo Gouveia,Sim,PSD,PA
Ronaldo Benedet,Sim,PMDB,SC
Ronaldo Carletto,Não,PP,BA
Ronaldo Fonseca,Sim,PROS,DF
Ronaldo Lessa,Não,PDT,AL
Ronaldo Martins,Sim,PRB,CE
Ronaldo Nogueira,Sim,PTB,RS
Rôney Nemer,Sim,PP,DF
Rosangela Gomes,Sim,PRB,RJ
Rubens Bueno,Sim,PPS,PR
Rubens Otoni,Não,PT,GO
Rubens Pereira Júnior,Não,PCdoB,MA
Ságuas Moraes,Não,PT,MT
Samuel Moreira,Sim,PSDB,SP
Sandro Alex,Sim,PSD,PR
Saraiva Felipe,Sim,PMDB,MG
Sarney Filho,Sim,PV,MA
Sebastião Oliveira,Abstenção,PR,PE
Sérgio Brito,Não,PSD,BA
Sérgio Moraes,Sim,PTB,RS
Sérgio Reis,Sim,PRB,SP
Sergio Souza,Sim,PMDB,PR
Sergio Vidigal,Sim,PDT,ES
Sergio Zveiter,Sim,PMDB,RJ
Shéridan,Sim,PSDB,RR
Sibá Machado,Não,PT,AC
Silas Câmara,Sim,PRB,AM
Silvio Costa,Não,PTdoB,PE
Silvio Torres,Sim,PSDB,SP
Simão Sessim,Sim,PP,RJ
Simone Morgado,Não,PMDB,PA
Soraya Santos,Sim,PMDB,RJ
Sóstenes Cavalcante,Sim,DEM,RJ
Stefano Aguiar,Sim,PSD,MG
Subtenente Gonzaga,Sim,PDT,MG
Tadeu Alencar,Sim,PSB,PE
Takayama,Sim,PSC,PR
Tampinha,Sim,PSD,MT
Tenente Lúcio,Sim,PSB,MG
Tereza Cristina,Sim,PSB,MS
Thiago Peixoto,Sim,PSD,GO
Tia Eron,Sim,PRB,BA
Tiririca,Sim,PR,SP
Toninho Pinheiro,Sim,PP,MG
Toninho Wandscheer,Sim,PROS,PR
Uldurico Junior,Sim,PV,BA
Valadares Filho,Sim,PSB,SE
Valdir Colatto,Sim,PMDB,SC
Valmir Assunção,Não,PT,BA
Valmir Prascidelli,Não,PT,SP
Valtenir Pereira,Não,PMDB,MT
Vander Loubet,Não,PT,MS
Vanderlei Macris,Sim,PSDB,SP
Veneziano Vital do Rêgo,Sim,PMDB,PA
Vicente Arruda,Não,PDT,CE
Vicente Candido,Não,PT,SP
Vicentinho,Não,PT,SP
Vicentinho Júnior,Não,PR,TO
Victor Mendes,Sim,PSD,MA
Vinicius Carvalho,Sim,PRB,SP
Vinicius Gurgel,Abstenção,PR,AP
Vitor Lippi,Sim,PSDB,SP
Vitor Valim,Sim,PMDB,CE
Wadih Damous,Não,PT,RJ
Waldenor Pereira,Não,PT,BA
Waldir Maranhão,Não,PP,MA
Walter Alves,Sim,PMDB,RN
Washington Reis,Sim,PMDB,RJ
Weliton Prado,Sim,PMB,MG
Wellington Roberto,Não,PR,PA
Weverton Rocha,Não,PDT,MA
Wilson Filho,Sim,PTB,PA
Wladimir Costa,Sim,SD,PA
Wolney Queiroz,Não,PDT,PE
Zé Carlos,Não,PT,MA
Zé Geraldo,Não,PT,PA
Zé Silva,Sim,SD,MG
Zeca Cavalcanti,Não,PTB,PE
Zeca Dirceu,Não,PT,PR
Zeca do PT,Não,PT,MS
Zenaide Maia,Não,PR,RN
